wormbaseID	publicID	sequenceID	OscAmplitude	PeakPhase	Class
WBGene00012352	dkf-1	W09C5.5	0.784738279	250.8459901	Osc
WBGene00012360	tat-3	W09D10.2	0.516872902	92.55206963	Osc
WBGene00012363	NA	W09D10.5	1.040526729	223.6768607	Osc
WBGene00012364	NA	W09D12.1	1.297817118	174.3649492	Osc
WBGene00012381	NA	Y2H9A.4	0.580374616	73.06744196	Osc
WBGene00012383	ttr-17	Y5F2A.2	1.016418704	94.53452497	Osc
WBGene00012396	NA	Y6D1A.2	0.810953066	189.6383506	Osc
WBGene00012404	NA	Y6G8.2	0.590949934	261.0568424	Osc
WBGene00012424	dlc-3	Y10G11A.2	0.50826317	128.939359	Osc
WBGene00012428	NA	Y11D7A.3	1.848224738	165.6055252	Osc
WBGene00012429	NA	Y11D7A.5	3.046032823	291.5466836	Osc
WBGene00012433	NA	Y11D7A.9	3.009646453	303.3783351	Osc
WBGene00012439	NA	Y12A6A.1	1.615026169	178.7260172	Osc
WBGene00012443	NA	Y15E3A.4	0.717906348	132.5413688	Osc
WBGene00012444	NA	Y15E3A.5	1.544127613	107.8437518	Osc
WBGene00012449	nhr-231	Y17D7B.1	0.666083486	123.3706811	Osc
WBGene00012450	NA	Y17D7B.2	0.611457505	93.07083761	Osc
WBGene00012451	NA	Y17D7B.3	1.296738209	95.50130839	Osc
WBGene00012456	NA	Y17D7C.2	0.779222994	233.7166895	Osc
WBGene00012462	NA	Y17G7B.8	1.271254462	99.82107063	Osc
WBGene00012464	arrd-7	Y17G7B.11	1.086033468	90.39352575	Osc
WBGene00012467	arrd-8	Y17G7B.14	1.32353968	85.03156351	Osc
WBGene00012487	NA	Y18D10A.23	0.629233368	98.00686414	Osc
WBGene00012491	NA	Y20C6A.1	1.168389797	279.1549188	Osc
WBGene00012492	fbxb-7	Y20C6A.2	0.550619163	314.607376	Osc
WBGene00012501	NA	Y26D4A.3	0.645395896	91.53254025	Osc
WBGene00012513	NA	Y26E6A.2	0.769518602	203.6045623	Osc
WBGene00012518	NA	Y32B12A.3	0.877124712	84.05368746	Osc
WBGene00012531	NA	Y32F6B.1	0.616837379	18.24395958	Osc
WBGene00012533	fbxa-209	Y36E3A.1	0.5319143	291.3165131	Osc
WBGene00012535	NA	Y37A1A.2	1.373773107	50.50465376	Osc
WBGene00012536	NA	Y37A1A.3	0.709166508	356.9708706	Osc
WBGene00012538	NA	Y37A1B.5	0.671435339	139.7816759	Osc
WBGene00012540	NA	Y37A1B.7	3.45909086	260.5830524	Osc
WBGene00012545	NA	Y37D8A.3	2.692422117	202.7096716	Osc
WBGene00012546	NA	Y37D8A.4	0.851710815	281.0248392	Osc
WBGene00012554	NA	Y37D8A.16	0.675348555	48.66861102	Osc
WBGene00012582	clec-8	Y38E10A.4	0.892900434	13.56714171	Osc
WBGene00012583	clec-4	Y38E10A.5	1.862515511	103.2698761	Osc
WBGene00012594	nspe-5	Y38E10A.16	0.912290461	128.1077881	Osc
WBGene00012595	NA	Y38E10A.17	0.568800125	104.3664139	Osc
WBGene00012596	nhr-234	Y38E10A.18	0.831669915	87.84625169	Osc
WBGene00012597	nhr-235	Y38E10A.19	1.222825881	112.4824137	Osc
WBGene00012604	nspe-2	Y38E10A.26	0.916707387	130.3317166	Osc
WBGene00012610	NA	Y38F1A.8	1.039717216	24.97010954	Osc
WBGene00012621	NA	Y38H6C.8	0.575641926	117.5353368	Osc
WBGene00012622	NA	Y38H6C.9	0.826791738	98.98814928	Osc
WBGene00012624	fbxa-150	Y38H6C.11	0.723883645	98.87800733	Osc
WBGene00012628	NA	Y38H6C.16	1.327150051	230.7458364	Osc
WBGene00012632	NA	Y38H6C.20	0.790648217	142.1180117	Osc
WBGene00012634	NA	Y38H6C.23	0.945837223	109.9229104	Osc
WBGene00012635	NA	Y38H8A.1	3.202750583	236.8809567	Osc
WBGene00012646	NA	Y39A1A.7	0.692158353	9.116195029	Osc
WBGene00012648	NA	Y39A1A.9	1.556681704	176.2012673	Osc
WBGene00012664	NA	Y39B6A.1	1.507528901	265.4816106	Osc
WBGene00012669	NA	Y39B6A.7	0.97705542	118.9124749	Osc
WBGene00012670	NA	Y39B6A.8	1.90805437	323.6586141	Osc
WBGene00012699	NA	Y39B6A.41	1.553984458	8.721051508	Osc
WBGene00012728	NA	Y39G8B.9	0.920780531	83.55778297	Osc
WBGene00012729	NA	Y39G8B.10	1.925613286	65.4196321	Osc
WBGene00012744	NA	Y40H7A.4	1.377842706	300.9138848	Osc
WBGene00012747	NA	Y40H7A.10	0.8017785	262.6369987	Osc
WBGene00012750	faah-6	Y41C4A.2	1.696652713	164.2850054	Osc
WBGene00012755	NA	Y41C4A.8	0.87805915	322.4367115	Osc
WBGene00012757	NA	Y41C4A.11	1.077412689	154.8833987	Osc
WBGene00012758	NA	Y41C4A.12	0.607251306	202.1469926	Osc
WBGene00012777	lact-8	Y42A5A.2	2.512908096	356.9206531	Osc
WBGene00012778	NA	Y42A5A.3	1.081495094	89.76645099	Osc
WBGene00012783	NA	Y43C5A.3	1.743328811	166.5036582	Osc
WBGene00012784	NA	Y43C5A.4	0.647007661	87.37791092	Osc
WBGene00012791	NA	Y43D4A.5	1.561282534	257.6003589	Osc
WBGene00012794	NA	Y43E12A.2	1.616772574	66.1919604	Osc
WBGene00012796	NA	Y43F4A.1	1.525572176	246.1307906	Osc
WBGene00012803	NA	Y43F4B.5	0.596654156	202.7276295	Osc
WBGene00012813	NA	Y43F8B.2	0.567621235	38.19613485	Osc
WBGene00012814	NA	Y43F8B.3	1.320117466	333.2955281	Osc
WBGene00012815	phy-4	Y43F8B.4	1.270767198	269.8002753	Osc
WBGene00012822	NA	Y43F8B.12	0.543598713	88.52508955	Osc
WBGene00012823	NA	Y43F8B.13	0.686826791	53.22296261	Osc
WBGene00012824	NA	Y43F8B.14	1.418159395	73.233482	Osc
WBGene00012833	NA	Y43F8C.11	0.521176053	87.27992339	Osc
WBGene00012840	grsp-1	Y43F8C.20	0.99628438	21.10065552	Osc
WBGene00012853	NA	Y44A6D.2	0.609810881	110.3168891	Osc
WBGene00012861	NA	Y45F3A.4	0.848114371	162.4547264	Osc
WBGene00012863	NA	Y45F3A.8	3.221692497	302.3619995	Osc
WBGene00012864	NA	Y45F3A.9	1.284162212	303.7450704	Osc
WBGene00012866	NA	Y45F10A.3	0.930155934	247.8959824	Osc
WBGene00012869	NA	Y45F10A.7	1.556284766	97.50258868	Osc
WBGene00012883	NA	Y45F10D.2	2.386961823	137.1320084	Osc
WBGene00012886	NA	Y45F10D.6	1.700303622	105.5338189	Osc
WBGene00012889	NA	Y45F10D.10	0.557164691	74.473851	Osc
WBGene00012892	NA	Y45F10D.14	1.212828688	292.2035367	Osc
WBGene00012910	NA	Y46G5A.20	1.694522865	109.404447	Osc
WBGene00012912	NA	Y46G5A.22	1.304148266	252.7144557	Osc
WBGene00012917	NA	Y46G5A.29	3.368931632	268.653367	Osc
WBGene00012921	NA	Y46G5A.36	1.100644543	8.415444885	Osc
WBGene00012923	fbxa-128	Y47D3A.2	0.825091695	123.4848962	Osc
WBGene00012939	NA	Y47D3B.1	1.710473769	263.1792817	Osc
WBGene00012940	NA	Y47D3B.3	0.706781359	358.0627374	Osc
WBGene00012941	NA	Y47D3B.4	1.633884113	188.5871062	Osc
WBGene00012942	NA	Y47D3B.6	3.943907887	25.70723524	Osc
WBGene00012943	bed-2	Y47D3B.9	0.833154987	186.6840514	Osc
WBGene00012947	NA	Y47H9C.1	0.665889271	176.4859155	Osc
WBGene00012959	NA	Y47H10A.3	0.55942925	354.0933178	Osc
WBGene00012961	NA	Y47H10A.5	1.589949613	95.60944159	Osc
WBGene00012968	NA	Y48A6B.7	1.398561984	150.0436173	Osc
WBGene00012969	NA	Y48A6B.8	1.116094412	107.0749608	Osc
WBGene00012970	NA	Y48A6B.9	0.645736674	89.21875989	Osc
WBGene00012979	NA	Y48B6A.5	0.521078996	353.2341299	Osc
WBGene00012980	NA	Y48B6A.6	0.723332618	331.350552	Osc
WBGene00012987	NA	Y48C3A.3	0.754097629	138.018494	Osc
WBGene00013007	NA	Y48E1B.8	1.001518506	240.7119401	Osc
WBGene00013008	clec-146	Y48E1B.9	1.831750748	172.1224665	Osc
WBGene00013027	NA	Y49A3A.4	1.157904827	297.4969606	Osc
WBGene00013037	NA	Y49E10.18	0.829884977	212.3438403	Osc
WBGene00013048	NA	Y50E8A.5	0.886081901	163.4641371	Osc
WBGene00013058	clec-247	Y51A2A.1	1.181927239	307.9915779	Osc
WBGene00013074	hmit-1.2	Y51A2D.5	1.346653207	138.3448706	Osc
WBGene00013079	ttr-26	Y51A2D.11	2.233836274	166.1490064	Osc
WBGene00013080	NA	Y51A2D.13	1.063220004	150.2110922	Osc
WBGene00013082	NA	Y51A2D.15	1.168644555	49.58202634	Osc
WBGene00013083	NA	Y51A2D.18	0.588392427	180.8514157	Osc
WBGene00013084	NA	Y51A2D.20	0.572092752	57.1413545	Osc
WBGene00013088	NA	Y51B9A.6	1.149557147	101.3886967	Osc
WBGene00013092	NA	Y51H1A.1	0.59179114	104.7244531	Osc
WBGene00013103	NA	Y51H4A.7	1.528450475	251.1285057	Osc
WBGene00013104	NA	Y51H4A.8	1.921516944	144.6022295	Osc
WBGene00013119	NA	Y51H4A.25	0.762142701	60.28022767	Osc
WBGene00013127	NA	Y52B11A.8	1.851470484	124.4783486	Osc
WBGene00013130	NA	Y52B11B.1	2.916625973	331.0009941	Osc
WBGene00013135	rga-2	Y53C10A.4	0.605739818	254.9790066	Osc
WBGene00013136	NA	Y53C10A.5	0.514314085	158.5933256	Osc
WBGene00013145	cutl-2	Y53C12B.6	0.912071139	163.1614242	Osc
WBGene00013146	NA	Y53C12B.7	1.58049595	148.3675849	Osc
WBGene00013149	NA	Y53F4B.1	0.589821014	67.639845	Osc
WBGene00013166	NA	Y53F4B.20	1.151007223	275.8028772	Osc
WBGene00013169	NA	Y53F4B.23	2.976989839	136.2761326	Osc
WBGene00013171	NA	Y53F4B.25	3.361342684	315.1351355	Osc
WBGene00013173	NA	Y53F4B.27	3.517539411	315.3641656	Osc
WBGene00013180	cutl-10	Y53H1B.1	1.836411586	134.7621043	Osc
WBGene00013189	NA	Y54E2A.4	0.701571373	143.1294093	Osc
WBGene00013207	NA	Y54G9A.4	1.703198616	219.6009176	Osc
WBGene00013215	NA	Y54G11A.4	0.799903815	143.3394839	Osc
WBGene00013216	NA	Y54G11A.7	0.63841806	210.4513368	Osc
WBGene00013227	NA	Y56A3A.6	0.55535119	17.60961357	Osc
WBGene00013228	NA	Y56A3A.7	0.507341893	28.16229237	Osc
WBGene00013257	NA	Y57A10A.14	1.442220543	37.77799381	Osc
WBGene00013263	NA	Y57A10A.23	1.58695403	298.0420085	Osc
WBGene00013264	NA	Y57A10A.24	1.956764639	274.0085424	Osc
WBGene00013266	NA	Y57A10A.26	1.406265554	107.2544482	Osc
WBGene00013292	NA	Y57G11A.4	0.912252845	94.92269391	Osc
WBGene00013295	NA	Y57G11B.2	1.05784851	8.527980601	Osc
WBGene00013311	NA	Y57G11C.15	0.549290182	294.0857372	Osc
WBGene00013312	hhat-2	Y57G11C.17	1.052805384	185.1490964	Osc
WBGene00013321	NA	Y57G11C.31	0.903822737	184.700037	Osc
WBGene00013331	NA	Y57G11C.42	3.357892184	44.25052437	Osc
WBGene00013340	NA	Y59A8A.3	0.551317893	210.7619956	Osc
WBGene00013352	lon-8	Y59A8B.20	1.936847551	326.6696209	Osc
WBGene00013364	NA	Y60A3A.16	0.687054773	214.3134573	Osc
WBGene00013366	NA	Y60A3A.21	0.640175099	95.92869249	Osc
WBGene00013367	NA	Y60A3A.23	1.501796175	218.5559581	Osc
WBGene00013379	NA	Y62E10A.13	0.784024944	347.4403565	Osc
WBGene00013385	NA	Y62E10A.19	2.501795601	337.5627461	Osc
WBGene00013387	NA	Y62F5A.9	1.386766449	276.0167315	Osc
WBGene00013404	fbxb-101	Y63D3A.3	1.611703823	156.4993413	Osc
WBGene00013418	NA	Y65A5A.1	0.592097001	117.8988081	Osc
WBGene00013426	NA	Y66A7A.7	0.886761244	32.67669557	Osc
WBGene00013438	ztf-29	Y66D12A.12	2.188790542	101.3857552	Osc
WBGene00013439	NA	Y66D12A.13	1.034045726	334.7286938	Osc
WBGene00013448	NA	Y66D12A.24	0.917386603	104.7448965	Osc
WBGene00013457	paqr-3	Y67A10A.8	2.528037267	295.9267417	Osc
WBGene00013458	NA	Y67A10A.9	0.589750574	140.8886065	Osc
WBGene00013471	clec-242	Y68A4B.2	0.91226137	326.5408408	Osc
WBGene00013477	NA	Y69E1A.5	0.91055454	94.4962003	Osc
WBGene00013481	NA	Y69H2.3	1.296942064	108.873884	Osc
WBGene00013484	NA	Y69H2.9	0.935572049	326.4661243	Osc
WBGene00013485	NA	Y69H2.10	0.701142077	126.0532645	Osc
WBGene00013489	NA	Y69H2.14	3.430562349	159.3319175	Osc
WBGene00013492	NA	Y70C5C.1	1.772340465	189.9955193	Osc
WBGene00013496	NA	Y70D2A.1	2.006578596	38.03521391	Osc
WBGene00013499	NA	Y70G10A.3	1.297204153	134.5514615	Osc
WBGene00013515	NA	Y73F4A.2	3.513246099	126.6292	Osc
WBGene00013516	NA	Y73F4A.3	2.785214163	136.7402219	Osc
WBGene00013531	NA	Y73F8A.26	0.724639769	286.7746153	Osc
WBGene00013539	NA	Y73F8A.35	1.050126092	324.6574923	Osc
WBGene00013540	NA	Y75B8A.3	2.41580403	104.5827583	Osc
WBGene00013541	NA	Y75B8A.4	0.602806429	41.78368976	Osc
WBGene00013542	NA	Y75B8A.5	0.525916066	49.24348859	Osc
WBGene00013543	NA	Y75B8A.6	0.784715535	192.0427361	Osc
WBGene00013552	gmn-1	Y75B8A.17	0.56582984	325.4987638	Osc
WBGene00013553	NA	Y75B8A.18	0.569706987	318.651169	Osc
WBGene00013559	NA	Y75B8A.28	1.714395169	344.2464284	Osc
WBGene00013560	NA	Y75B8A.29	0.549125267	68.97573346	Osc
WBGene00013568	NA	Y75B12B.3	0.648307564	154.261832	Osc
WBGene00013573	NA	Y75B12B.11	1.288710387	341.6008452	Osc
WBGene00013574	NA	Y76A2B.2	0.843268967	344.539435	Osc
WBGene00013578	scav-2	Y76A2B.6	0.594774675	74.9599257	Osc
WBGene00013585	cyp-42A1	Y80D3A.5	2.144583394	264.9476545	Osc
WBGene00013587	NA	Y80D3A.9	0.881432203	153.9311145	Osc
WBGene00013592	NA	Y81G3A.4	2.295908386	283.7488666	Osc
WBGene00013602	NA	Y87G2A.16	2.105678187	114.0001427	Osc
WBGene00013621	clec-239	Y102A5C.16	1.592268585	311.3457725	Osc
WBGene00013622	clec-238	Y102A5C.17	1.870770794	313.8100866	Osc
WBGene00013633	NA	Y105C5A.8	2.738304103	138.1713181	Osc
WBGene00013637	NA	Y105C5A.13	0.808852494	87.93167426	Osc
WBGene00013639	NA	Y105C5A.15	0.700745809	126.7528237	Osc
WBGene00013643	NA	Y105C5A.24	0.632375057	155.9530757	Osc
WBGene00013647	NA	Y105C5B.5	0.506665159	119.4383022	Osc
WBGene00013654	NA	Y105C5B.15	0.590539584	229.685574	Osc
WBGene00013673	NA	Y105E8A.13	2.559182545	239.8479645	Osc
WBGene00013693	NA	Y105E8B.9	1.133860731	219.0224606	Osc
WBGene00013698	NA	Y106G6D.1	0.571696987	158.8986313	Osc
WBGene00013704	NA	Y106G6D.8	1.059710614	133.4030445	Osc
WBGene00013733	NA	Y111B2A.9	0.534241396	147.9787614	Osc
WBGene00013737	tpst-1	Y111B2A.15	0.782965757	284.4858767	Osc
WBGene00013753	NA	Y113G7A.16	0.581977172	87.35543831	Osc
WBGene00013762	NA	Y113G7B.12	1.469729915	28.10197032	Osc
WBGene00013763	NA	Y113G7B.14	1.075128039	64.2593187	Osc
WBGene00013781	NA	Y116A8B.4	0.715917573	166.9088799	Osc
WBGene00013806	NA	Y116A8C.29	0.509898372	127.8504412	Osc
WBGene00013820	NA	Y116F11B.2	1.450020545	215.6254214	Osc
WBGene00013835	mlt-4	ZC15.7	1.458884835	246.6488792	Osc
WBGene00013836	fbxa-29	ZC47.3	0.591826007	74.12401601	Osc
WBGene00013838	fbxa-31	ZC47.5	0.664213213	58.51645046	Osc
WBGene00013844	fbxa-50	ZC47.13	0.545805169	42.44211194	Osc
WBGene00013845	fbxa-37	ZC47.14	1.446301525	91.76922536	Osc
WBGene00013846	NA	ZC84.1	3.493772741	303.0055649	Osc
WBGene00013849	NA	ZC84.6	3.148667104	243.3245462	Osc
WBGene00013851	NA	ZC101.1	0.555114805	233.8782065	Osc
WBGene00013852	hhat-1	ZC101.3	2.331395287	281.7686892	Osc
WBGene00013853	NA	ZC116.1	3.419938156	133.2981213	Osc
WBGene00013865	NA	ZC334.7	2.329299725	340.6591759	Osc
WBGene00013872	NA	ZC374.2	1.187789611	317.8798141	Osc
WBGene00013875	NA	ZC376.3	1.103079228	344.4407512	Osc
WBGene00013878	NA	ZC376.7	0.589274651	60.95630731	Osc
WBGene00013884	NA	ZC412.3	0.599032935	169.2833871	Osc
WBGene00013891	NA	ZC434.3	3.609601096	287.7763296	Osc
WBGene00013895	NA	ZC434.9	1.895923172	54.2505037	Osc
WBGene00013896	NA	ZC443.1	0.880715249	95.49613721	Osc
WBGene00013900	ugt-18	ZC443.5	1.951376181	138.5621848	Osc
WBGene00013902	NA	ZC455.1	0.957072009	82.56844264	Osc
WBGene00013904	ugt-6	ZC455.4	1.694276569	343.3626765	Osc
WBGene00013905	ugt-4	ZC455.5	1.051542885	358.7773764	Osc
WBGene00013906	ugt-5	ZC455.6	1.052698914	310.8017674	Osc
WBGene00013923	ghi-1	ZK20.1	0.608547579	57.70973452	Osc
WBGene00013926	nep-1	ZK20.6	2.949361671	309.1635224	Osc
WBGene00013946	NA	ZK228.3	1.538505319	148.8414559	Osc
WBGene00013947	NA	ZK228.4	1.665154797	137.2523078	Osc
WBGene00013949	NA	ZK262.2	2.046501986	117.7910639	Osc
WBGene00013950	NA	ZK262.3	2.294526973	125.4541625	Osc
WBGene00013960	cutl-8	ZK265.8	2.791888773	307.5948076	Osc
WBGene00013965	NA	ZK287.4	3.100139239	304.2345159	Osc
WBGene00013968	NA	ZK287.9	0.552513914	16.06594138	Osc
WBGene00013969	tep-1	ZK337.1	0.570001386	194.9337803	Osc
WBGene00013975	NA	ZK455.5	1.457181927	150.7575499	Osc
WBGene00013980	dos-1	ZK507.4	1.246258741	77.7614064	Osc
WBGene00013982	NA	ZK512.1	0.942206462	328.0067071	Osc
WBGene00013986	NA	ZK512.7	1.631158077	134.8530848	Osc
WBGene00014006	NA	ZK596.1	1.136985324	243.3307561	Osc
WBGene00014008	NA	ZK596.3	1.065772978	283.9376641	Osc
WBGene00014009	lips-6	ZK617.2	3.992317414	0.604573255	Osc
WBGene00014030	glb-1	ZK637.13	1.087519718	139.3133814	Osc
WBGene00014039	NA	ZK662.2	3.378442734	5.340084611	Osc
WBGene00014046	clec-60	ZK666.6	0.844241789	229.7686093	Osc
WBGene00014047	clec-61	ZK666.7	0.768405355	319.9317021	Osc
WBGene00014052	NA	ZK669.2	2.41286543	229.6784583	Osc
WBGene00014053	NA	ZK669.3	1.332159022	114.2732621	Osc
WBGene00014057	NA	ZK673.1	1.474677232	212.0380167	Osc
WBGene00014077	NA	ZK792.4	1.853255651	80.3727077	Osc
WBGene00014090	NA	ZK822.2	1.010661963	154.4524319	Osc
WBGene00014092	NA	ZK822.5	0.910209472	123.9575966	Osc
WBGene00014093	NA	ZK829.1	0.912725457	176.2625588	Osc
WBGene00014094	NA	ZK829.3	2.533324027	317.055125	Osc
WBGene00014095	NA	ZK829.4	0.516491108	151.4116963	Osc
WBGene00014097	NA	ZK829.9	1.210766364	322.5390953	Osc
WBGene00014099	NA	ZK836.3	1.013532068	3.709501024	Osc
WBGene00014108	NA	ZK856.7	0.638986743	106.0987916	Osc
WBGene00014125	NA	ZK863.8	2.421019842	106.6103549	Osc
WBGene00014135	NA	ZK896.4	1.098812238	80.92356065	Osc
WBGene00014136	NA	ZK896.5	1.010220774	106.7054088	Osc
WBGene00014137	clec-187	ZK896.6	0.972623503	279.047852	Osc
WBGene00014140	NA	ZK899.1	0.520596084	48.80489079	Osc
WBGene00014148	NA	ZK909.3	1.532260137	32.55370272	Osc
WBGene00014150	NA	ZK909.6	1.24204919	270.4417152	Osc
WBGene00014164	lact-2	ZK945.1	0.983587099	32.25571866	Osc
WBGene00014173	NA	ZK970.7	2.83941329	111.104973	Osc
WBGene00014178	NA	ZK1010.4	2.907692044	35.65921676	Osc
WBGene00014183	NA	ZK1025.3	3.606073179	296.2673732	Osc
WBGene00014184	NA	ZK1025.4	2.266644322	283.7505103	Osc
WBGene00014194	NA	ZK1037.6	0.938589545	92.2695438	Osc
WBGene00014206	nit-1	ZK1058.6	0.526454431	217.1007249	Osc
WBGene00014233	NA	ZK1128.7	0.703676236	85.29951727	Osc
WBGene00014235	NA	ZK1225.1	1.588861462	247.7190333	Osc
WBGene00014244	NA	ZK1307.1	0.768404428	354.24764	Osc
WBGene00014245	NA	ZK1307.2	2.286111254	46.15476002	Osc
WBGene00014246	NA	ZK1307.3	0.65463468	15.47719419	Osc
WBGene00014254	cyp-13A10	ZK1320.4	2.062017856	200.2596417	Osc
WBGene00014255	NA	ZK1320.5	0.515475028	102.3421563	Osc
WBGene00014300	NA	D2023.1	0.960804474	22.25053643	Osc
WBGene00014697	cyp-25A3	C36A4.3	0.827462822	192.4296396	Osc
WBGene00014793	NA	H40L08.2	0.678024808	196.3086013	Osc
WBGene00014826	NA	R13H4.2	0.662496475	153.027407	Osc
WBGene00014864	NA	Y18D10A.22	0.649480108	216.9677813	Osc
WBGene00015002	NA	B0034.1	2.890801715	85.70597137	Osc
WBGene00015004	NA	B0034.4	0.82976398	94.95954826	Osc
WBGene00015019	NA	B0205.4	2.537440854	226.1611124	Osc
WBGene00015035	otpl-1	B0212.1	1.342724018	332.8264119	Osc
WBGene00015043	cyp-34A8	B0213.14	0.748882896	67.90248408	Osc
WBGene00015044	cyp-34A9	B0213.15	0.897430677	306.3752192	Osc
WBGene00015046	nlp-34	B0213.17	1.908443655	57.40701117	Osc
WBGene00015047	faah-1	B0218.1	1.037732859	152.0212119	Osc
WBGene00015048	faah-2	B0218.2	1.050000652	37.53535965	Osc
WBGene00015049	NA	B0218.5	0.594696481	116.4105715	Osc
WBGene00015055	NA	B0222.3	1.08738743	298.5343997	Osc
WBGene00015056	NA	B0222.5	2.622382953	127.7867113	Osc
WBGene00015059	NA	B0228.1	2.666854063	143.3281597	Osc
WBGene00015074	NA	B0238.10	0.576782075	196.5213017	Osc
WBGene00015076	NA	B0238.12	1.410793884	194.6275672	Osc
WBGene00015085	NA	B0244.10	0.722104425	111.4470868	Osc
WBGene00015096	NA	B0261.8	0.534806941	239.2396998	Osc
WBGene00015103	NA	B0280.7	3.265312421	323.3824979	Osc
WBGene00015116	NA	B0286.3	1.114781777	328.226746	Osc
WBGene00015125	NA	B0303.3	0.562234863	302.6146786	Osc
WBGene00015131	NA	B0303.11	1.069587158	131.2933478	Osc
WBGene00015135	cyp-23A1	B0304.3	0.640944125	216.8107807	Osc
WBGene00015138	NA	B0310.2	1.550338746	142.7093504	Osc
WBGene00015139	NA	B0310.3	0.827039502	208.4732625	Osc
WBGene00015142	NA	B0310.6	2.058358344	31.14930809	Osc
WBGene00015152	NA	B0348.2	0.572258402	138.8727265	Osc
WBGene00015153	NA	B0348.5	2.674182317	309.4006342	Osc
WBGene00015163	NA	B0361.9	0.65418461	179.6687165	Osc
WBGene00015169	NA	B0403.5	3.168859274	30.34939964	Osc
WBGene00015172	NA	B0410.3	0.633009034	48.54079811	Osc
WBGene00015182	NA	B0416.7	2.72215639	124.8807684	Osc
WBGene00015196	NA	B0454.5	2.630906731	173.6605502	Osc
WBGene00015197	NA	B0454.6	0.516228631	116.4493429	Osc
WBGene00015199	NA	B0454.8	0.725740807	318.9364766	Osc
WBGene00015216	valv-1	B0496.7	1.083491841	228.5606823	Osc
WBGene00015218	NA	B0507.1	1.867611675	316.3532414	Osc
WBGene00015220	NA	B0507.3	0.513820051	199.7965421	Osc
WBGene00015231	cutl-14	B0511.5	0.554518594	107.1812955	Osc
WBGene00015257	NA	B0554.4	0.808107636	292.942066	Osc
WBGene00015268	NA	BE0003N10.3	2.105054518	205.5229066	Osc
WBGene00015279	NA	C01B10.4	0.69870072	337.9808295	Osc
WBGene00015281	NA	C01B10.7	0.535819336	260.5578714	Osc
WBGene00015284	NA	C01B10.10	0.776847047	325.8360411	Osc
WBGene00015291	NA	C01B12.8	3.286587496	299.9936769	Osc
WBGene00015294	NA	C01C10.2	0.846334209	313.9668121	Osc
WBGene00015298	NA	C01F1.3	2.343021953	223.761334	Osc
WBGene00015300	NA	C01F1.5	3.329446769	261.2994445	Osc
WBGene00015311	NA	C01G5.9	0.520290289	258.3893014	Osc
WBGene00015323	NA	C02B8.5	1.356698767	125.0012544	Osc
WBGene00015326	ivd-1	C02B10.1	0.597229162	150.6027675	Osc
WBGene00015330	NA	C02B10.5	0.540636111	141.2970619	Osc
WBGene00015332	tyr-1	C02C2.1	2.948915914	134.0780175	Osc
WBGene00015333	NA	C02C2.4	1.275417542	95.02518948	Osc
WBGene00015335	acdh-6	C02D5.1	3.284013263	337.5493773	Osc
WBGene00015336	NA	C02D5.2	0.841620138	248.6678364	Osc
WBGene00015339	NA	C02E7.6	3.239194327	347.7910838	Osc
WBGene00015340	NA	C02E7.7	3.491652802	8.812256082	Osc
WBGene00015355	NA	C02F12.5	2.335460878	95.30886128	Osc
WBGene00015360	NA	C02G6.2	0.62512601	346.4038746	Osc
WBGene00015362	fbxa-105	C02H6.2	0.829202864	43.1231592	Osc
WBGene00015369	ugt-51	C03A7.11	1.214631996	354.6247418	Osc
WBGene00015376	NA	C03B1.5	1.029877178	291.9511981	Osc
WBGene00015388	NA	C03F11.2	1.999188022	355.7544793	Osc
WBGene00015395	nhr-147	C03G6.8	0.80628314	94.44110544	Osc
WBGene00015396	nhr-148	C03G6.10	0.93014621	137.4162587	Osc
WBGene00015400	cyp-35A2	C03G6.15	1.452464018	297.3791483	Osc
WBGene00015402	NA	C03G6.17	1.589243819	152.7084184	Osc
WBGene00015403	clec-10	C03H5.1	0.566673555	266.5722071	Osc
WBGene00015410	tbc-6	C04A2.1	0.517469901	66.06710378	Osc
WBGene00015424	NA	C04E6.8	0.696019084	112.7541469	Osc
WBGene00015433	NA	C04E12.2	0.587678294	103.5724814	Osc
WBGene00015434	NA	C04E12.4	1.258898066	115.0820648	Osc
WBGene00015439	NA	C04E12.10	1.34377853	128.9678168	Osc
WBGene00015442	NA	C04F1.1	2.681884198	321.4452702	Osc
WBGene00015452	NA	C04F6.2	0.907087749	319.7927253	Osc
WBGene00015453	NA	C04G6.2	3.012265816	333.9389254	Osc
WBGene00015455	NA	C04G6.5	0.689531737	77.68252108	Osc
WBGene00015457	NA	C04G6.7	2.271029895	22.0086735	Osc
WBGene00015458	NA	C04G6.10	2.12071183	14.00045924	Osc
WBGene00015464	NA	C05C8.7	0.714138057	167.3936947	Osc
WBGene00015473	NA	C05D9.4	0.8654233	319.2183592	Osc
WBGene00015476	NA	C05D9.9	1.784612621	176.9520284	Osc
WBGene00015479	wht-1	C05D10.3	1.258427483	333.9911072	Osc
WBGene00015480	NA	C05D10.4	0.684168245	334.3142316	Osc
WBGene00015496	NA	C05E11.7	2.29020094	267.9091735	Osc
WBGene00015497	nhr-76	C05G6.1	0.817577552	255.2929227	Osc
WBGene00015510	NA	C06A6.5	1.588761427	219.2449869	Osc
WBGene00015512	NA	C06A8.1	0.506536604	250.8348662	Osc
WBGene00015514	NA	C06A8.3	0.965513017	118.1580708	Osc
